Time,Shell side Flow rate,Tube side In temp,Shell side out temp,Tube side out temp,Tube side Flow rate,Shell side In temp,Fluid Density,Density,Density correction,MMJoules,MM kcal/hr,Unknown,Delta T1,Delta T2,LMTD,UA,U value,Ch,Cc,G_s,Re_s,Nu_s,ho,G_t,v_t,Re_t,f,Nu_t,hi,U_clean,Rf_val,Cp_val
2020-05-21,420.00863770378965,228.68136720657347,268.939143371582,264.45306992001,897.9375689612494,345.53000070783827,31.600000381469727,867.5659084552414,867.4391954044878,34828.525188173706,8.010560793279952,8.062635082162078,81.07693078782823,40.25777616500854,58.30511157237493,137391.9315866419,119.05713309067757,0.10458945822633715,0.2239355446839424,1256.3658013356576,55225.65658800974,485.71003416655174,1327.1020766697093,216.33323102131618,2.865796078110396,89252.95971349714,0.004608380448947136,838.2869117242682,3073.3228845792923,729.2736895538194,0.007028101432192288,16.325439241270107
2020-05-22,425.36902300516766,229.50000625186496,270.8178096559313,265.17984585232205,919.3041703118218,347.9307864930895,31.439478936460286,868.4213155286311,868.2941170249237,35599.020871644905,8.187774800478328,8.227780530691897,82.75094064076741,41.3178034040663,59.65423821114059,137253.71224826667,118.93735896730215,0.10619812878858265,0.2294905811297877,1272.4002448448487,55930.47732563012,489.41993859201517,1337.2386221823567,216.3834599619269,2.866460928917346,89273.6827507837,0.004608150953688004,838.4586409184891,3073.952477210608,732.8714253900764,0.007043291338900611,16.228952971388786
2020-05-23,414.65031505160863,231.78205314212377,272.51717777252196,266.9588326136271,903.8074326409234,349.7462761773004,31.1393397781584,870.0258953867947,869.8973436292814,34571.883485680875,7.951533201706602,8.048200609774293,82.78744356367324,40.73512463039822,59.294619259634054,134100.22577823183,116.204701714239,0.10297273222440968,0.22603860965678976,1240.3375277993641,54521.10706185024,481.98258010024784,1316.9175803980374,219.8197775887253,2.906632622199915,90691.41001006546,0.004592615614883538,850.1961546745688,3116.984485858369,729.050311248843,0.007233856331716991,15.939188272916798
2020-05-24,427.7220851050483,231.55242207845052,274.0963207456801,267.32215741475426,907.8341047498915,350.13943735758465,30.600000381469727,872.9179498273179,872.7895342410253,35427.609237598605,8.14835012464768,8.202289266233121,82.81727994283041,42.54389866722954,60.46138933111365,134770.6344160628,116.78564507457781,0.10715529211995088,0.22780008031872676,1279.4389256845366,56239.874294627494,491.04257390104084,1341.6721371126805,219.90087302440827,2.8952008224069146,90724.86768838788,0.004592252870203337,850.4728938485572,3117.9990655023826,737.8884640537974,0.007207477838068296,15.82700513204707
2020-05-25,422.760431904263,231.67883680131703,273.76658806271024,267.02665322621664,909.1147272321913,349.9557577980889,30.954340659247507,871.0156715269551,870.887180976732,34982.742652377514,8.046030810046828,8.105095779985925,82.92910457187229,42.08775126139323,60.21644796568852,133610.23926272008,115.78010334724445,0.10560634291078559,0.22762395182489523,1264.5972037770205,55587.481626530476,487.61689210379353,1332.3121710684593,220.14332586513655,2.898391457521795,90824.8968587737,0.004591169417556925,851.3001960173684,3121.032116182656,734.8241553377084,0.007276192797941981,15.756164587980177
2020-05-26,426.11584917704266,232.57065426508586,274.9925060696072,267.65244193606907,912.0227502187093,350.42156810760497,30.762188025315606,872.051722574599,871.9227031766198,34873.86532615626,8.020989025015938,8.095458694439507,82.76912617153592,42.421851804521346,60.360468766044455,132875.12893632188,115.1430926657902,0.10637434562289955,0.2286247223455109,1274.634215238924,56028.67522442666,489.9353264426421,1338.6468127461587,220.18394671115908,2.907872906841801,90841.65586854976,0.004590988048761145,851.4387928156771,3121.5402390055388,737.0994651132722,0.0073281767510353845,15.621106528424333
2020-05-27,440.33114615546333,231.48276130888198,275.56750541263153,267.573030090332,914.4692086113823,350.5008669111464,30.200000762939453,875.0772995199072,874.9489252424511,36095.40377880652,8.301942869125499,8.341416887957278,82.92783682081435,44.08474410374959,61.474362887997934,135047.31079305618,117.02539930074192,0.11079289136437136,0.23003273223740087,1317.1562287793056,57897.80132982948,499.6774905236825,1365.265258472508,222.12809643834416,2.9173070857616836,91643.75694409077,0.004582358912719465,858.0686757724623,3145.846679590731,748.3398645573633,0.007208862263797469,15.638001507505079
2020-05-28,426.401199192471,232.5178763707479,274.88298717074923,267.8558435651991,908.5742539723715,350.24285488128663,31.286910124619805,869.2761000286013,869.1471119279134,34893.977860112405,8.025614907825855,8.067471862575884,82.38701131608752,42.365110800001354,60.1661408351817,133349.56739660766,115.55421784801358,0.10655691646413161,0.22704439399690726,1275.4877786388454,56066.195028889684,490.1321522614721,1339.1845985330215,222.1378502218279,2.9174351392559577,91647.7810787104,0.004582315872174891,858.1019207029232,3145.9685619727093,739.178524102211,0.007301093177546668,15.632788843312653
2020-05-29,405.2316396077474,233.144970925649,273.5450000339084,267.4463905970255,899.0736477745904,350.0214008967082,32.419687702920704,863.2281463225698,863.0987863548108,33272.27011005385,7.652622125312386,7.727063061335904,82.57501029968262,40.40002910825941,58.99470783449232,129716.44062123203,112.40592774803469,0.10008622769279239,0.22309601863050102,1212.1635793152552,53282.674113374924,475.3835510330141,1298.887100146261,216.15431783422937,2.8792394870224087,89179.14520333664,0.0046091984731397905,837.6751822537226,3071.080165344738,719.1230597365192,0.007505745398377157,15.63097250548735
2020-05-30,382.23294241163467,231.24689058727688,270.8498051961263,266.0437964545356,868.2127661387126,350.38567017449276,32.20000076293945,864.3860680545253,864.257833648407,32637.64832940938,7.506659115764158,7.591634883356835,84.34187371995715,39.60291460884942,59.18037282481893,126844.01501627905,109.91682410422794,0.09438136748073676,0.21572840923116718,1143.3679069442308,50258.64546418346,459.0066848485891,1254.1407049848224,209.93646295138356,2.791296748841295,86613.83450768894,0.004638196456662337,816.3781966068809,2993.0012732070018,697.1808750051614,0.007663440324549886,15.765897781320264
